	Chr	Start	End	operon_name	Strand	GeneID	genes	ngenes	protein_coding	sigma	nascent_wt	total_wt	nascent_wt44	total_wt44
1507	MG1655	334525	335022	yahC	-	operon_tu1508	yahC	1	TRUE	unknown	0	13	2	41
1508	MG1655	3348452	3349084	yrbL	+	operon_tu1509	yrbL	1	TRUE	unknown	15	726	26	1429
1509	MG1655	3349081	3350459	elbB-mtgA	-	operon_tu1510	elbB;mtgA	2	TRUE	unknown	27	1562	46	1737
1510	MG1655	3350577	3350697	arcZ	+	operon_tu1511	arcZ	1	FALSE	unknown	10	369	9	587
1511	MG1655	3350689	3353025	arcB	-	operon_tu1512	arcB	1	TRUE	unknown	40	1370	52	1359
1512	MG1655	335280	339743	yahDEFG	+	operon_tu1513	yahD;yahE;yahF;yahG	4	TRUE	sigma54	1	93	0	196
1513	MG1655	3353121	3354050	yhcC	-	operon_tu1514	yhcC	1	TRUE	unknown	0	35	0	78
1514	MG1655	3354725	3361940	gltBDF	+	operon_tu1515	gltB;gltD;gltF	3	TRUE	sigma38	19	1374	55	2858
1515	MG1655	3362112	3366929	yhcADE	+	operon_tu1516	yhcA;yhcD;yhcE	3	TRUE	unknown	1	138	3	378
1516	MG1655	3365702	3366682	insH-10	-	operon_tu1517	insH10	1	TRUE	unknown	0	0	0	1
1517	MG1655	3366926	3367642	yhcF	+	operon_tu1518	yhcF	1	TRUE	unknown	1	76	3	217
1518	MG1655	3367827	3368954	yhcG	+	operon_tu1519	yhcG	1	TRUE	unknown	1	30	0	64
1519	MG1655	3369014	3373576	nanATEK-yhcH	-	operon_tu1520	nanA;nanT;nanE;nanK;nanQ	5	TRUE	sigma70	18	1549	55	3406
1520	MG1655	3373698	3374489	nanR	-	operon_tu1521	nanR	1	TRUE	unknown	14	427	22	641
1521	MG1655	3374869	3376236	dcuD	+	operon_tu1522	dcuD	1	TRUE	sigma70	0	58	4	139
1522	MG1655	3376279	3377420	sspAB	-	operon_tu1523	sspA;sspB	2	TRUE	unknown	32	1800	80	3572
1523	MG1655	3377815	3378651	rplM-rpsI	-	operon_tu1524	rplM;rpsI	2	TRUE	unknown	10	1522	48	2062
1524	MG1655	3378870	3379997	zapE	-	operon_tu1525	zapE	1	TRUE	unknown	2	151	9	309
1525	MG1655	3380191	3380589	yhcB	+	operon_tu1526	zapG	1	TRUE	unknown	10	858	12	742
1526	MG1655	3380743	3383267	degQS	+	operon_tu1527	degQ;degS	2	TRUE	sigma70	7	640	29	1316
1527	MG1655	3383330	3384268	mdh	-	operon_tu1528	mdh	1	TRUE	sigma70	25	5739	56	10357
1528	MG1655	3384703	3385173	argR	+	operon_tu1529	argR	1	TRUE	sigma70	7	256	9	559
1529	MG1655	3385538	3385801	yhcN	+	operon_tu1530	yhcN	1	TRUE	unknown	0	95	3	364
1530	MG1655	3385857	3386129	yhcO	-	operon_tu1531	yhcO	1	TRUE	unknown	1	15	2	183
1531	MG1655	3386221	3389337	aaeXAB	-	operon_tu1532	aaeX;aaeA;aaeB	3	TRUE	unknown	0	106	8	269
1532	MG1655	3389520	3390449	aaeR	+	operon_tu1533	aaeR	1	TRUE	unknown	1	125	9	284
1533	MG1655	3390583	3392028	tldD	-	operon_tu1534	tldD	1	TRUE	unknown	8	699	22	1081
1534	MG1655	3392458	3396258	yhdP	-	operon_tu1535	yhdP	1	TRUE	unknown	4	606	16	1009
1535	MG1655	339769	340089	yahH	+	operon_tu1536	yahH	1	TRUE	unknown	0	4	0	7
1536	MG1655	3398387	3401087	mreBCD	-	operon_tu1537	mreB;mreC;mreD	3	TRUE	sigma70	6	1007	63	2666
1537	MG1655	3401392	3403332	csrD	-	operon_tu1538	csrD	1	TRUE	unknown	13	533	36	1401
1538	MG1655	340165	342507	yahIJ	+	operon_tu1539	yahI;yahJ	2	TRUE	unknown	0	135	5	436
1539	MG1655	3403484	3404458	yhdH	+	operon_tu1540	yhdH	1	TRUE	unknown	3	394	9	659
1540	MG1655	3405436	3407266	accBC	+	operon_tu1541	accB;accC	2	TRUE	sigma70	14	1060	37	1279
1541	MG1655	3407375	3409951	yhdT-panF-prmA	+	operon_tu1542	yhdT;panF;prmA	3	TRUE	sigma70	1	135	5	283
1542	MG1655	3410280	3411567	dusB-fis	+	operon_tu1543	dusB;fis	2	TRUE	sigma70	0	253	8	384
1543	MG1655	3411653	3412537	yhdJ	+	operon_tu1544	yhdJ	1	TRUE	unknown	0	97	1	161
1544	MG1655	3412621	3412800	yhdU	+	operon_tu1545	yhdU	1	TRUE	unknown	3	61	5	190
1545	MG1655	3412803	3413465	envR	-	operon_tu1546	envR	1	TRUE	unknown	0	18	0	34
1546	MG1655	3413864	3418137	acrEF	+	operon_tu1547	acrE;acrF	2	TRUE	sigma70	2	163	6	447
1547	MG1655	3418390	3418611	yhdV	+	operon_tu1548	yhdV	1	TRUE	unknown	1	21	0	37
1548	MG1655	3419042	3423194	yhdWXYZ	+	operon_tu1549	yhdW;yhdX;yhdY;yhdZ	4	TRUE	sigma54	0	105	9	335
1549	MG1655	3423423	3428762	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	-	operon_tu1550	rrsD;ileU;alaU;rrlD;rrfD;thrV;rrfF	7	FALSE	sigma70	522	205735	718	287947
1550	MG1655	342884	343933	yahK	+	operon_tu1551	yahK	1	TRUE	unknown	0	177	11	1011
1551	MG1655	3429236	3429790	yrdA	+	operon_tu1552	yrdA	1	TRUE	sigma32	1	199	20	1018
1552	MG1655	3429766	3431962	yrdD-rimN-aroE-yrdB	-	operon_tu1553	yrdD;tsaC;aroE;yrdB	4	TRUE	unknown	27	1419	27	1542
1553	MG1655	34300	34695	caiF	+	operon_tu1554	caiF	1	TRUE	sigma70	2	198	3	338
1554	MG1655	3431991	3432464	smg	-	operon_tu1555	smg	1	TRUE	unknown	43	1465	41	1368
1555	MG1655	3432436	3433560	smf	-	operon_tu1556	smf	1	TRUE	unknown	22	586	21	702
1556	MG1655	3433690	3435161	def-fmt	+	operon_tu1557	def;fmt	2	TRUE	sigma70	24	1136	33	1365
1557	MG1655	3435207	3436496	rsmB	+	operon_tu1558	rsmB	1	TRUE	unknown	11	392	8	189
1558	MG1655	3436518	3437894	trkA	+	operon_tu1559	trkA	1	TRUE	unknown	6	323	19	379
1559	MG1655	3438024	3438434	mscL	+	operon_tu1560	mscL	1	TRUE	unknown	2	445	27	1076
1560	MG1655	3438431	3438649	arfA	-	operon_tu1561	arfA	1	TRUE	sigma70	1	63	33	735
1561	MG1655	3438705	3439509	yhdN-zntR	-	operon_tu1562	yhdN;zntR	2	TRUE	sigma32	4	140	144	2967
1562	MG1655	3439616	3442471	rpsMKD-rpoA-rplQ	-	operon_tu1563	rpsM;rpsK;rpsD;rpoA;rplQ	5	TRUE	sigma70	255	16675	449	10843
1563	MG1655	344176	344991	yahL	+	operon_tu1564	yahL	1	TRUE	unknown	0	18	1	42
1564	MG1655	3442618	3448149	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	-	operon_tu1565	rplN;rplX;rplE;rpsN;rpsH;rplF;rplR;rpsE;rpmD;rplO;secY;rpmJ	12	TRUE	unknown	421	22819	1954	43748
1565	MG1655	3448314	3453270	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	-	operon_tu1566	rpsJ;rplC;rplD;rplW;rplB;rpsS;rplV;rpsC;rplP;rpmC;rpsQ	11	TRUE	sigma70	166	20641	200	9042
1566	MG1655	345252	345434	xtpA	+	operon_tu1567	xtpA	1	FALSE	sigma70	0	135	4	399
1567	MG1655	3453508	3455398	gspAB	-	operon_tu1568	gspA;gspB	2	TRUE	sigma70	1	110	7	316
1568	MG1655	345404	345649	yahM	+	operon_tu1569	yahM	1	TRUE	unknown	0	9	1	33
1569	MG1655	3455578	3466220	gspCDEFGHIJKLMO	+	operon_tu1570	gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gspO	12	TRUE	sigma70	1	281	8	612
1570	MG1655	345666	346337	yahN	-	operon_tu1571	yahN	1	TRUE	unknown	3	465	11	824
1571	MG1655	346484	346759	yahO	+	operon_tu1572	yahO	1	TRUE	unknown	0	153	0	596
1572	MG1655	3466249	3466991	bfd-bfr	-	operon_tu1573	bfd;bfr	2	TRUE	unknown	2	419	14	1717
1573	MG1655	3467160	3469853	chiA	-	operon_tu1574	chiA	1	TRUE	sigma70	2	127	4	283
1574	MG1655	346857	348443	prpR	-	operon_tu1575	prpR	1	TRUE	sigma70	0	17	1	38
1575	MG1655	3470145	3474552	rpsLG-fusA-tufA	-	operon_tu1576	rpsL;rpsG;fusA;tufA	4	TRUE	sigma70	99	19974	323	15161
1576	MG1655	3474678	3476440	yheO-tusDCB	-	operon_tu1577	yheO;tusD;tusC;tusB	4	TRUE	unknown	5	501	92	4494
1577	MG1655	3476607	3477419	fkpA	-	operon_tu1578	fkpA	1	TRUE	sigma24	5	843	38	1587
1578	MG1655	3477640	3477858	slyX	+	operon_tu1579	slyX	1	TRUE	unknown	0	91	4	389
1579	MG1655	3477907	3478497	slyD	-	operon_tu1580	slyD	1	TRUE	unknown	15	1362	28	1258
1580	MG1655	34781	41931	caiTABCDE	-	operon_tu1581	caiT;caiA;caiB;caiC;caiD;caiE	6	TRUE	sigma70	1	216	13	980
1581	MG1655	3478592	3481161	kefGB-yheV	-	operon_tu1582	kefG;kefB;yheV	3	TRUE	unknown	15	649	12	435
1582	MG1655	3481289	3484436	yheSTU	+	operon_tu1583	yheS;yheT;yheU	3	TRUE	unknown	7	313	11	877
1583	MG1655	3484490	3485359	prkB	+	operon_tu1584	prkB	1	TRUE	unknown	6	235	3	351
1584	MG1655	3485414	3485818	yhfA	-	operon_tu1585	yhfA	1	TRUE	sigma70	19	920	7	595
1585	MG1655	3486120	3486752	crp	+	operon_tu1586	crp	1	TRUE	sigma70	23	1830	20	2190
1586	MG1655	3486791	3488893	yhfK	+	operon_tu1587	yhfK	1	TRUE	unknown	3	554	3	327
1587	MG1655	348682	354592	prpBCDE	+	operon_tu1588	prpB;prpC;prpD;prpE	4	TRUE	sigma54	0	177	1	341
1588	MG1655	3488960	3490180	argD	-	operon_tu1589	argD	1	TRUE	sigma70	0	89	2	223
1589	MG1655	3490266	3491620	yhfG-fic-pabA	-	operon_tu1590	yhfG;fic;pabA	3	TRUE	sigma70	2	184	17	813
1590	MG1655	3491725	3492297	ppiA	-	operon_tu1591	ppiA	1	TRUE	sigma70	0	196	11	450
1591	MG1655	3492568	3493749	tsgA	+	operon_tu1592	tsgA	1	TRUE	unknown	0	37	1	104
1592	MG1655	3494011	3499201	nirBDC-cysG	+	operon_tu1593	nirB;nirD;nirC;cysG	4	TRUE	sigma70	1	361	11	838
1593	MG1655	3499448	3499615	yhfL	+	operon_tu1594	yhfL	1	TRUE	unknown	0	2	1	36
1594	MG1655	3499910	3504783	frlABCDR	+	operon_tu1595	frlA;frlB;frlC;frlD;frlR	5	TRUE	sigma70	3	396	10	1235
1595	MG1655	3504935	3510976	yhfXW-php-yhfUTS	-	operon_tu1596	yhfX;yhfW;php;yhfU;yhfT;yhfS	6	TRUE	unknown	1	187	8	526
1596	MG1655	3511060	3512344	yhfZY	-	operon_tu1597	yhfZ;yhfY	2	TRUE	unknown	0	130	11	293
1597	MG1655	3512634	3519064	aroKB-damX-dam-rpe-gph-trpS	-	operon_tu1598	aroK;aroB;damX;dam;rpe;gph;trpS	7	TRUE	sigma70	30	3422	110	5993
1598	MG1655	3519465	3520703	hofQ	-	operon_tu1599	hofQ	1	TRUE	unknown	0	19	1	60
1599	MG1655	3520615	3522751	hofMNOP	-	operon_tu1600	hofM;hofN;hofO;hofP	4	TRUE	sigma38	2	66	3	136
1600	MG1655	3522871	3525423	mrcA	+	operon_tu1601	mrcA	1	TRUE	unknown	1	143	6	249
1601	MG1655	3525589	3526149	nudE	-	operon_tu1602	nudE	1	TRUE	unknown	1	160	7	318
1602	MG1655	3526469	3528604	igaA	+	operon_tu1603	igaA	1	TRUE	unknown	0	261	25	530
1603	MG1655	3528669	3530652	yrfG-hslR	+	operon_tu1604	yrfG;hslR;hslO	3	TRUE	sigma32	3	265	218	8318
1604	MG1655	3530715	3532439	yhgE	-	operon_tu1605	yhgE	1	TRUE	unknown	1	140	10	239
1605	MG1655	3532818	3534440	pck	+	operon_tu1606	pck	1	TRUE	sigma70	113	21581	129	21062
1606	MG1655	3534516	3536584	ompR-envZ	-	operon_tu1607	ompR;envZ	2	TRUE	sigma70	20	1770	65	3044
1607	MG1655	3536812	3537288	greB	+	operon_tu1608	greB	1	TRUE	unknown	2	66	6	228
1608	MG1655	3537385	3539706	yhgF	+	operon_tu1609	yhgF	1	TRUE	unknown	0	210	8	488
1609	MG1655	3540163	3542964	feoABC	+	operon_tu1610	feoA;feoB;feoC	3	TRUE	sigma70	8	709	10	653
1610	MG1655	3543167	3544045	rpnA	+	operon_tu1611	rpnA	1	TRUE	unknown	1	64	1	130
1611	MG1655	3544074	3544844	bioH	-	operon_tu1612	bioH	1	TRUE	unknown	3	90	6	130
1612	MG1655	3544882	3546199	gntXY	+	operon_tu1613	yhgH;nfuA	2	TRUE	sigma32	7	328	172	9254
1613	MG1655	3546559	3547875	gntT	+	operon_tu1614	gntT	1	TRUE	sigma70	1	183	8	277
1614	MG1655	3547986	3552473	malPQ	-	operon_tu1615	malP;malQ	2	TRUE	sigma70	585	26794	22	1494
1615	MG1655	354922	357454	codBA	+	operon_tu1616	codB;codA	2	TRUE	sigma70	2	137	3	264
1616	MG1655	3553085	3555790	malT	+	operon_tu1617	malT	1	TRUE	sigma70	367	12729	119	5974
1617	MG1655	3555833	3558079	rtcBA	-	operon_tu1618	rtcB;rtcA	2	TRUE	sigma54	2	132	7	405
1618	MG1655	3558268	3559866	rtcR	+	operon_tu1619	rtcR	1	TRUE	sigma54	0	47	2	135
1619	MG1655	3559848	3561823	glpEGR	-	operon_tu1620	glpE;glpG;glpR	3	TRUE	unknown	7	182	12	524
1620	MG1655	3562013	3563518	glpD	+	operon_tu1621	glpD	1	TRUE	sigma70	6	115	2	362
1621	MG1655	3563724	3564005	yzgL	-	operon_tu1622	yzgL	1	TRUE	unknown	0	37	1	106
1622	MG1655	3564134	3573502	glgBXCAP	-	operon_tu1623	glgB;glgX;glgC;glgA;glgP	5	TRUE	sigma70	156	10487	408	20653
1623	MG1655	3573775	3574878	asd	-	operon_tu1624	asd	1	TRUE	unknown	62	2680	51	2204
1624	MG1655	3575071	3575664	yhgN	+	operon_tu1625	yhgN	1	TRUE	unknown	1	78	5	129
1625	MG1655	3575721	3578726	gntRKU	-	operon_tu1626	gntR;gntK;gntU	3	TRUE	sigma70	11	605	26	1037
1626	MG1655	357791	358690	cynR	-	operon_tu1627	cynR	1	TRUE	sigma70	0	31	6	123
1627	MG1655	3578950	3579645	yhhW	-	operon_tu1628	yhhW	1	TRUE	unknown	1	207	6	497
1628	MG1655	3579768	3580805	yhhX	-	operon_tu1629	yhhX	1	TRUE	unknown	4	525	10	748
1629	MG1655	3580922	3581016	ryhB	-	operon_tu1630	ryhB	1	FALSE	sigma70	2	202	1	129
1630	MG1655	3581138	3581626	yhhY	+	operon_tu1631	yhhY	1	TRUE	sigma70	0	78	3	91
1631	MG1655	3581863	3584309	yhhZ-yrhA-insA6AB6B6	+	operon_tu1632	yhhZ;yrhA;insA6;insAB6;insB6	5	TRUE	unknown	0	35	0	71
1632	MG1655	3584759	3585043	yrhB	+	operon_tu1633	yrhB	1	TRUE	unknown	0	40	0	101
1633	MG1655	3585081	3586823	ggt	-	operon_tu1634	ggt	1	TRUE	unknown	0	90	1	250
1634	MG1655	3586943	3587383	yhhA	+	operon_tu1635	yhhA	1	TRUE	unknown	0	180	10	900
1635	MG1655	3587370	3592325	ugpBAECQ	-	operon_tu1636	ugpB;ugpA;ugpE;ugpC;ugpQ	5	TRUE	sigma70	2	225	19	673
1636	MG1655	358799	361146	cynTSX	+	operon_tu1637	cynT;cynS;cynX	3	TRUE	sigma70	0	62	0	128
1637	MG1655	3592724	3597560	livKHMGF	-	operon_tu1638	livK;livH;livM;livG;livF	5	TRUE	sigma70	0	141	5	300
1638	MG1655	3597984	3598367	panZ	+	operon_tu1639	panZ	1	TRUE	unknown	0	61	1	138
1639	MG1655	3598555	3599658	livJ	-	operon_tu1640	livJ	1	TRUE	sigma70	0	25	0	77
1640	MG1655	3599929	3600783	rpoH	-	operon_tu1641	rpoH	1	TRUE	sigma70	4	763	98	6432
1641	MG1655	3601028	3604243	ftsYEX	-	operon_tu1642	ftsY;ftsE;ftsX	3	TRUE	unknown	19	1527	125	3816
1642	MG1655	3604393	3605248	rsmD-yhhL	+	operon_tu1643	rsmD;yhhL	2	TRUE	unknown	0	142	6	254
1643	MG1655	3605251	3605610	yhhM	-	operon_tu1644	yhhM	1	TRUE	unknown	1	97	4	240
1644	MG1655	3605751	3606377	yhhN	+	operon_tu1645	yhhN	1	TRUE	unknown	1	202	7	381
1645	MG1655	3606451	3608649	zntA	+	operon_tu1646	zntA	1	TRUE	sigma70	10	1230	71	3387
1646	MG1655	3608751	3608996	tusA	-	operon_tu1647	tusA	1	TRUE	unknown	0	20	2	134
1647	MG1655	3609217	3609882	yhhQ	+	operon_tu1648	yhhQ	1	TRUE	unknown	0	65	6	261
1648	MG1655	3609955	3610512	dcrB	+	operon_tu1649	dcrB	1	TRUE	unknown	5	675	13	672
1649	MG1655	3610516	3611733	yhhS	-	operon_tu1650	yhhS	1	TRUE	unknown	8	237	7	272
1650	MG1655	3611865	3612914	yhhT	+	operon_tu1651	yhhT	1	TRUE	unknown	1	63	8	184
1651	MG1655	361249	366305	lacZYA	-	operon_tu1652	lacZ;lacY;lacA	3	TRUE	sigma70	24	3217	32	2622
1652	MG1655	3612969	3613556	acpT	+	operon_tu1653	acpT	1	TRUE	unknown	0	53	1	153
1653	MG1655	3613667	3618989	nikABCDER	+	operon_tu1654	nikA;nikB;nikC;nikD;nikE;nikR	6	TRUE	sigma54	0	181	2	425
1654	MG1655	3619192	3623427	rhsB	+	operon_tu1655	rhsB	1	TRUE	unknown	0	61	1	107
1655	MG1655	3623399	3623782	yhhH	+	operon_tu1656	yhhH	1	TRUE	unknown	3	7	0	5
1656	MG1655	3623887	3624132	yrhC	+	operon_tu1657	yrhC	1	FALSE	unknown	2	8	0	10
1657	MG1655	3624378	3625514	yhhI	+	operon_tu1658	yhhI	1	TRUE	unknown	0	37	1	70
1658	MG1655	3625679	3630602	yhiI-rbbA-yhhJ	-	operon_tu1659	yhiI;rbbA;yhhJ	3	TRUE	unknown	12	1622	85	3553
1659	MG1655	3630968	3632590	yhiJ	-	operon_tu1660	yhiJ	1	TRUE	unknown	0	255	1	455
1660	MG1655	3632852	3634458	yhiL	-	operon_tu1661	yhiL	1	FALSE	sigma28	0	134	0	223
1661	MG1655	3634841	3635893	yhiM	+	operon_tu1662	yhiM	1	TRUE	sigma38	0	64	0	143
1662	MG1655	3636208	3637410	yhiN	-	operon_tu1663	yhiN	1	TRUE	unknown	3	180	36	1063
1663	MG1655	3637642	3639141	pitA	+	operon_tu1664	pitA	1	TRUE	unknown	7	279	30	598
1664	MG1655	3639385	3639720	uspB	-	operon_tu1665	uspB	1	TRUE	sigma38	4	246	55	1299
1665	MG1655	3640111	3640545	uspA	+	operon_tu1666	uspA	1	TRUE	sigma70	49	6201	48	5713
1666	MG1655	3640862	3642331	dtpB	+	operon_tu1667	dtpB	1	TRUE	unknown	85	4672	125	2954
1667	MG1655	3642380	3645182	prlC-yhiQ	-	operon_tu1668	prlC;rsmJ	2	TRUE	sigma32	7	613	110	5409
1668	MG1655	3645385	3646227	rlmJ	+	operon_tu1669	rlmJ	1	TRUE	unknown	3	162	1	274
1669	MG1655	3646299	3647651	gor	+	operon_tu1670	gor	1	TRUE	sigma70	2	584	11	688
1670	MG1655	3647705	3647788	dinQ	-	operon_tu1671	dinQ	1	TRUE	sigma70	1	91	0	191
1671	MG1655	3648063	3648144	agrA	+	operon_tu1672	agrA	1	FALSE	unknown	1	110	1	146
1672	MG1655	3648294	3648375	agrB	+	operon_tu1673	agrB	1	FALSE	unknown	0	57	1	68
1673	MG1655	3648528	3650662	arsRBC	+	operon_tu1674	arsR;arsB;arsC	3	TRUE	sigma70	0	166	5	474
1674	MG1655	3651291	3653713	yhiS	+	operon_tu1675	yhiS	1	FALSE	unknown	0	36	0	60
1675	MG1655	3652182	3653162	insH-11	-	operon_tu1676	insH11	1	TRUE	unknown	0	1	0	4
1676	MG1655	3653961	3655213	slp-dctR	+	operon_tu1677	slp;dctR	2	TRUE	sigma70	0	457	6	813
1677	MG1655	3655255	3656740	hdeAB-yhiD	-	operon_tu1678	hdeA;hdeB;yhiD	3	TRUE	sigma38	10	787	26	2238
1678	MG1655	3656995	3657567	hdeD	+	operon_tu1679	hdeD	1	TRUE	sigma38	1	59	5	160
1679	MG1655	3657985	3658054	arrS	-	operon_tu1680	arrS	1	FALSE	sigma70	0	15	0	146
1680	MG1655	3658366	3663527	gadEF-mdtEF	+	operon_tu1681	gadE;gadF;mdtE;mdtF	4	TRUE	sigma70	4	296	10	612
1681	MG1655	3663890	3667580	gadAX	-	operon_tu1682	gadA;gadX;gadW	3	TRUE	sigma38	14	546	186	4305
1682	MG1655	366428	368420	mhpR-lacI	-	operon_tu1683	mhpR;lacI	2	TRUE	sigma70	1	184	10	575
1683	MG1655	3664864	3664969	gadY	+	operon_tu1684	gadY	1	FALSE	sigma38	0	72	2	98
1684	MG1655	3667791	3669188	yhjA	-	operon_tu1685	ccp	1	TRUE	sigma70	1	76	9	176
1685	MG1655	3669592	3671241	treF	+	operon_tu1686	treF	1	TRUE	sigma38	1	120	14	850
1686	MG1655	3671292	3671894	yhjB	-	operon_tu1687	yhjB	1	TRUE	unknown	0	25	0	79
1687	MG1655	3672414	3673313	yhjC	+	operon_tu1688	rcdB	1	TRUE	sigma54	0	92	12	356
1688	MG1655	3673362	3674375	yhjD	+	operon_tu1689	yhjD	1	TRUE	unknown	1	124	10	552
1689	MG1655	3674786	3676108	yhjE	+	operon_tu1690	yhjE	1	TRUE	unknown	0	77	1	131
1690	MG1655	3676290	3678350	yhjG	-	operon_tu1691	yhjG	1	TRUE	sigma38	2	165	35	910
1691	MG1655	3678420	3679187	yhjH	-	operon_tu1692	pdeH	1	TRUE	sigma28	0	51	0	58
1692	MG1655	3679419	3680348	kdgK	+	operon_tu1693	kdgK	1	TRUE	unknown	2	325	5	461
1693	MG1655	3680444	3681940	yhjJ	-	operon_tu1694	yhjJ	1	TRUE	sigma24	4	339	14	908
1694	MG1655	3682161	3683447	dctA	-	operon_tu1695	dctA	1	TRUE	sigma70	17	929	21	618
1695	MG1655	3683630	3685618	pdeK	-	operon_tu1696	pdeK	1	TRUE	unknown	2	248	14	729
1696	MG1655	3685700	3695236	bcsABZC	-	operon_tu1697	bcsA;bcsB;bcsZ;bcsC	4	TRUE	sigma70	11	477	22	1387
1697	MG1655	368611	374881	mhpABCDFE	+	operon_tu1698	mhpA;mhpB;mhpC;mhpD;mhpF;mhpE	6	TRUE	sigma70	1	91	3	275
1698	MG1655	3695233	3695985	bcsQ	-	operon_tu1699	bcsQ	1	FALSE	unknown	0	118	1	224
1699	MG1655	3695997	3696185	yhjR	-	operon_tu1700	yhjR	1	TRUE	sigma70	2	79	4	200
1700	MG1655	3696458	3699893	bcsEFG	+	operon_tu1701	bcsE;bcsF;bcsG	3	TRUE	sigma70	16	2255	32	2756
1701	MG1655	3699980	3700087	ldrD	-	operon_tu1702	ldrD	1	TRUE	unknown	0	12	0	30
1702	MG1655	3700136	3700199	rdlD	+	operon_tu1703	rdlD	1	FALSE	sigma70	3	472	3	1050
1703	MG1655	3700563	3701834	yhjV	+	operon_tu1704	yhjV	1	TRUE	unknown	0	51	0	100
1704	MG1655	3701864	3707705	dppABCDF	-	operon_tu1705	dppA;dppB;dppC;dppD;dppF	5	TRUE	sigma70	83	3985	18	1162
1705	MG1655	3708616	3708692	proK	-	operon_tu1706	proK	1	FALSE	sigma70	71	13541	90	26013
1706	MG1655	3708784	3710475	eptB	-	operon_tu1707	eptB	1	TRUE	sigma70	15	673	24	867
1707	MG1655	3710799	3712007	yhjX	-	operon_tu1708	yhjX	1	TRUE	sigma70	0	39	1	80
1708	MG1655	3712236	3712934	yhjY	-	operon_tu1709	yhjY	1	TRUE	unknown	2	135	23	896
1709	MG1655	3713092	3714092	tag-yiaC	+	operon_tu1710	tag;yiaC	2	TRUE	unknown	1	134	10	413
1710	MG1655	3714061	3716394	bisC	-	operon_tu1711	bisC	1	TRUE	unknown	9	266	8	808
1711	MG1655	3716547	3717206	yiaD	+	operon_tu1712	yiaD	1	TRUE	unknown	0	48	0	93
1712	MG1655	3717310	3718284	ghrB	+	operon_tu1713	ghrB	1	TRUE	unknown	5	312	3	255
1713	MG1655	3718334	3719044	yiaF	-	operon_tu1714	yiaF	1	TRUE	unknown	2	655	16	1453
1714	MG1655	3719478	3719768	yiaG	+	operon_tu1715	yiaG	1	TRUE	sigma38	0	491	3	835
1715	MG1655	3720049	3720261	cspA	+	operon_tu1716	cspA	1	TRUE	sigma70	1	219	2	84
1716	MG1655	3720448	3720600	hokA	-	operon_tu1717	hokA	1	TRUE	unknown	0	7	1	34
1717	MG1655	3720680	3721201	insJ	+	operon_tu1718	insJ	1	TRUE	unknown	0	17	3	53
1718	MG1655	3721198	3722049	insK	+	operon_tu1719	insK	1	TRUE	sigma24	0	50	1	121
1719	MG1655	3722328	3725318	glyQS	-	operon_tu1720	glyQ;glyS	2	TRUE	sigma70	16	2147	57	2726
1720	MG1655	3725413	3725712	ysaB	-	operon_tu1721	ysaB	1	TRUE	unknown	0	39	2	80
1721	MG1655	3725887	3726882	wecH	+	operon_tu1722	wecH	1	TRUE	unknown	0	57	5	246
1722	MG1655	3726924	3727361	yiaA	-	operon_tu1723	yiaA	1	TRUE	sigma32	0	9	0	34
1723	MG1655	3727407	3727748	yiaB	-	operon_tu1724	yiaB	1	TRUE	unknown	0	11	0	27
1724	MG1655	3727917	3730765	xylAB	-	operon_tu1725	xylA;xylB	2	TRUE	unknown	3	267	13	899
1725	MG1655	3731131	3736157	xylFGHR	+	operon_tu1726	xylF;xylG;xylH;xylR	4	TRUE	unknown	3	570	19	1095
1726	MG1655	3736353	3737177	bax	-	operon_tu1727	bax	1	TRUE	unknown	19	1055	14	755
1727	MG1655	3737497	3739527	malS	+	operon_tu1728	malS	1	TRUE	sigma70	34	1749	1	138
1728	MG1655	3739705	3740958	avtA	+	operon_tu1729	avtA	1	TRUE	unknown	4	188	8	355
1729	MG1655	3741109	3741582	ysaA	-	operon_tu1730	ysaA	1	TRUE	unknown	1	58	3	142
1730	MG1655	3741684	3742532	plaR	-	operon_tu1731	plaR	1	TRUE	sigma70	2	115	11	804
1731	MG1655	3742733	3750781	yiaKLMNO-lyx-sgbHUE	+	operon_tu1732	yiaK;yiaL;yiaM;yiaN;yiaO;lyxK;sgbH;sgbU;sgbE	9	TRUE	sigma24	1	265	5	702
1732	MG1655	3751128	3751868	yiaT	-	operon_tu1733	yiaT	1	TRUE	unknown	0	21	6	117
1733	MG1655	3751992	3752966	yiaU	+	operon_tu1734	yiaU	1	TRUE	unknown	0	74	4	184
1734	MG1655	3752963	3754428	yiaWV	-	operon_tu1735	yiaW;yiaV	2	TRUE	unknown	0	36	1	89
1735	MG1655	375459	376670	mhpT	+	operon_tu1736	mhpT	1	TRUE	sigma32	0	47	3	129
1736	MG1655	3754973	3756511	aldB	-	operon_tu1737	aldB	1	TRUE	sigma38	0	299	9	468
1737	MG1655	3756676	3757827	yiaY	-	operon_tu1738	yiaY	1	TRUE	unknown	0	17	0	30
